date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_169_normalized,smart_169_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_176_normalized,smart_176_raw,smart_178_normalized,smart_178_raw,smart_230_normalized,smart_230_raw,smart_244_normalized,smart_244_raw,smart_246_normalized,smart_246_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2021-08-24,ZL005BH9,ST12000NM0008,12000138625024,0,84.0,227166632.0,,,96.0,0.0,100.0,4.0,100.0,0.0,89.0,854957941.0,,,88.0,10537.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,81.0,19.0,,,100.0,2.0,100.0,892.0,19.0,19.0,1.0,227166632.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10424.0,100.0,23614337976.0,100.0,117973733803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,ZL0050T0,ST12000NM0008,12000138625024,0,72.0,16650384.0,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,546581707.0,,,92.0,7209.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,76.0,24.0,,,100.0,1.0,100.0,455.0,24.0,24.0,1.0,16650384.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,7123.0,100.0,24572125576.0,100.0,94344002477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,ZHZ437N5,ST12000NM0008,12000138625024,0,80.0,111876128.0,,,90.0,0.0,100.0,9.0,100.0,0.0,86.0,425632712.0,,,95.0,4577.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,62.0,38.0,,,100.0,2.0,96.0,9030.0,38.0,38.0,2.0,111876128.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3011.0,100.0,34487321792.0,100.0,52538809712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,ZHZ49XFL,ST12000NM0008,12000138625024,0,83.0,193772320.0,,,95.0,0.0,100.0,4.0,100.0,0.0,89.0,840874184.0,,,94.0,5541.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,57.0,43.0,,,100.0,31.0,100.0,357.0,43.0,43.0,3.0,193772320.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5461.0,100.0,44325073040.0,100.0,86728429340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,ZHZ52CQE,ST12000NM0008,12000138625024,0,82.0,174296384.0,,,97.0,0.0,100.0,3.0,100.0,0.0,87.0,483831942.0,,,97.0,3369.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,59.0,41.0,,,100.0,0.0,100.0,1615.0,41.0,41.0,1.0,174296384.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2998.0,100.0,34913984568.0,100.0,53883620866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,ZHZ4P82V,ST12000NM0008,12000138625024,0,77.0,52055000.0,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,480016013.0,,,95.0,4819.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,0.0,96.0,8876.0,29.0,29.0,4.0,52055000.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3001.0,100.0,39048022376.0,100.0,64031630940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,ZHZ3KC44,ST12000NM0008,12000138625024,0,79.0,87651000.0,,,96.0,0.0,100.0,4.0,100.0,0.0,81.0,138498759.0,,,93.0,6645.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,31.0,100.0,393.0,37.0,37.0,1.0,87651000.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6567.0,100.0,51701416720.0,100.0,120749773916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,ZHZ3QH7F,ST12000NM0008,12000138625024,0,82.0,153958952.0,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,478679646.0,,,97.0,2731.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,8.0,100.0,195.0,29.0,29.0,4.0,153958952.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2691.0,100.0,35719055112.0,100.0,51104929602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,ZHZ4VJFK,ST12000NM0008,12000138625024,0,83.0,183562146.0,,,98.0,0.0,100.0,2.0,100.0,0.0,64.0,2254073.0,,,99.0,914.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,76.0,24.0,,,100.0,0.0,99.0,2908.0,24.0,24.0,11.0,183562146.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27.0,100.0,641017424.0,100.0,275038524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,ZHZ40SC2,ST12000NM0008,12000138625024,0,80.0,111335896.0,,,99.0,0.0,100.0,1.0,100.0,0.0,86.0,376930087.0,,,98.0,2296.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,66.0,34.0,,,100.0,6.0,100.0,182.0,34.0,34.0,3.0,111335896.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2257.0,100.0,33546724520.0,100.0,46643025452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,ZHZ50RCR,ST12000NM0008,12000138625024,0,83.0,188949432.0,,,99.0,0.0,100.0,1.0,100.0,0.0,64.0,2534438.0,,,99.0,1273.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,75.0,25.0,,,100.0,0.0,97.0,6172.0,25.0,25.0,11.0,188949432.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,229.0,100.0,644485160.0,100.0,276988958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,ZHZ45H8V,ST12000NM0008,12000138625024,0,83.0,204879120.0,,,99.0,0.0,100.0,1.0,100.0,0.0,86.0,373138162.0,,,98.0,2294.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,8.0,100.0,186.0,29.0,29.0,2.0,204879120.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2255.0,100.0,33484726616.0,100.0,47042700580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,ZHZ65X2M,ST12000NM0008,12000138625024,0,72.0,14835768.0,,,94.0,0.0,100.0,5.0,100.0,0.0,88.0,651621383.0,,,65.0,31159.0,100.0,0.0,,,100.0,6.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,73.0,27.0,,,100.0,2.0,100.0,1661.0,27.0,27.0,2.0,14835768.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30901.0,100.0,83502275368.0,100.0,412853824517.0,,,,,,,,,,,,,,,,,sac0,0.0,1098.0,9.0,17.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,ZHZ4TTZP,ST12000NM0008,12000138625024,0,81.0,117652744.0,,,90.0,0.0,100.0,11.0,100.0,0.0,80.0,106620238.0,,,56.0,38940.0,100.0,0.0,,,100.0,11.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,1.0,95.0,10414.0,37.0,37.0,2.0,117652744.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,36963.0,100.0,126633580952.0,100.0,547313147846.0,,,,,,,,,,,,,,,,,sac2,0.0,1135.0,15.0,40.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,ZHZ65BKP,ST12000NM0008,12000138625024,0,76.0,43447328.0,,,90.0,0.0,100.0,10.0,100.0,0.0,90.0,979514829.0,,,68.0,28779.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,3.0,100.0,1407.0,29.0,29.0,1.0,43447328.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28605.0,100.0,79789865544.0,100.0,333343192359.0,,,,,,,,,,,,,,,,,sac0,0.0,1098.0,12.0,44.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,ZL0052JX,ST12000NM0008,12000138625024,0,71.0,13484208.0,,,93.0,0.0,100.0,6.0,100.0,0.0,88.0,612274064.0,,,61.0,34189.0,100.0,0.0,,,100.0,6.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,64.0,36.0,,,100.0,2.0,100.0,1777.0,36.0,36.0,1.0,13484208.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,33909.0,100.0,109454886328.0,100.0,361753067501.0,,,,,,,,,,,,,,,,,sac2,0.0,1110.0,1.0,17.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,ZHZ4X5ZQ,ST12000NM0008,12000138625024,0,83.0,192503656.0,,,90.0,0.0,100.0,27.0,100.0,0.0,87.0,451129991.0,,,56.0,38656.0,100.0,0.0,,,100.0,27.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,68.0,32.0,,,100.0,7.0,95.0,11148.0,32.0,32.0,2.0,192503656.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,36703.0,100.0,112468450312.0,100.0,578887076064.0,,,,,,,,,,,,,,,,,sac0,0.0,1134.0,1.0,57.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,ZL0051HJ,ST12000NM0008,12000138625024,0,81.0,125897936.0,,,92.0,0.0,100.0,7.0,100.0,0.0,82.0,176411757.0,,,59.0,36099.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,62.0,38.0,,,100.0,2.0,100.0,1672.0,38.0,38.0,1.0,125897936.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,35911.0,100.0,119067911656.0,100.0,368609864483.0,,,,,,,,,,,,,,,,,sac2,0.0,1110.0,5.0,36.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,ZL005527,ST12000NM0008,12000138625024,0,83.0,207327176.0,,,90.0,0.0,100.0,10.0,100.0,0.0,80.0,107738700.0,,,62.0,34088.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,67.0,33.0,,,100.0,3.0,100.0,1658.0,33.0,33.0,1.0,207327176.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,33885.0,100.0,128191913224.0,100.0,377389548623.0,,,,,,,,,,,,,,,,,sac2,0.0,1114.0,7.0,23.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,ZL004QP3,ST12000NM0008,12000138625024,0,83.0,202921352.0,,,92.0,0.0,100.0,7.0,100.0,0.0,90.0,913346534.0,,,55.0,39732.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,60.0,40.0,,,100.0,0.0,100.0,1899.0,40.0,40.0,1.0,202921352.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39488.0,100.0,121791132552.0,100.0,521479741994.0,,,,,,,,,,,,,,,,,sac0,0.0,1137.0,6.0,35.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,ZHZ62HLQ,ST12000NM0008,12000138625024,0,83.0,179960512.0,,,90.0,0.0,100.0,15.0,100.0,0.0,89.0,854799289.0,,,54.0,40374.0,100.0,0.0,,,100.0,15.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,3.0,99.0,2029.0,29.0,29.0,2.0,179960512.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,40132.0,100.0,120667363632.0,100.0,578732294566.0,,,,,,,,,,,,,,,,,sac0,0.0,1136.0,19.0,52.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,ZL0051YY,ST12000NM0008,12000138625024,0,84.0,233431080.0,,,90.0,0.0,100.0,19.0,100.0,0.0,82.0,152130519.0,,,60.0,35583.0,100.0,0.0,,,100.0,19.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,62.0,38.0,,,100.0,6.0,100.0,1729.0,38.0,38.0,1.0,233431080.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,35394.0,100.0,117484256864.0,100.0,401551544063.0,,,,,,,,,,,,,,,,,sac2,0.0,1110.0,6.0,37.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,ZHZ50M1Q,ST12000NM0008,12000138625024,0,81.0,140740184.0,,,90.0,0.0,100.0,11.0,100.0,0.0,88.0,639505299.0,,,74.0,23231.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,3.0,100.0,1354.0,37.0,37.0,1.0,140740184.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,22986.0,100.0,79055197512.0,100.0,545354549574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,ZL005K0Q,ST12000NM0008,12000138625024,0,70.0,10854928.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,372952823.0,,,80.0,17867.0,100.0,0.0,,,100.0,5.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,3.0,100.0,1154.0,30.0,30.0,1.0,10854928.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17616.0,100.0,55782413608.0,100.0,198138070479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,ZHZ4WNJN,ST12000NM0008,12000138625024,0,77.0,52594320.0,,,94.0,0.0,100.0,5.0,100.0,0.0,90.0,963672263.0,,,74.0,23117.0,100.0,0.0,,,100.0,5.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,74.0,26.0,,,100.0,1.0,96.0,9480.0,26.0,26.0,1.0,52594320.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21232.0,100.0,88129423272.0,100.0,257871110522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,ZHZ29T24,ST12000NM0008,12000138625024,0,84.0,229919360.0,,,92.0,0.0,100.0,7.0,100.0,0.0,85.0,337750823.0,,,73.0,24525.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,77.0,23.0,,,100.0,303.0,100.0,1307.0,23.0,23.0,2.0,229919360.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24320.0,100.0,91313793064.0,100.0,271221363492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,ZL005CZ3,ST12000NM0008,12000138625024,0,83.0,223549488.0,,,97.0,0.0,100.0,3.0,100.0,0.0,89.0,817738727.0,,,77.0,20224.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,74.0,26.0,,,100.0,2.0,99.0,2004.0,26.0,26.0,1.0,223549488.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19874.0,100.0,84041252208.0,100.0,250899752348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,ZHZ636KJ,ST12000NM0008,12000138625024,0,84.0,239595392.0,,,92.0,0.0,100.0,7.0,100.0,0.0,63.0,1988096.0,,,70.0,26610.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,72.0,28.0,,,100.0,4.0,100.0,1414.0,28.0,28.0,1.0,239595392.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,26425.0,100.0,95504486480.0,100.0,435497733067.0,,,,,,,,,,,,,,,,,,,1136.0,2.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,ZHZ6D3MD,ST12000NM0008,12000138625024,0,78.0,64412888.0,,,90.0,0.0,100.0,10.0,100.0,0.0,81.0,130467521.0,,,71.0,25867.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,59.0,41.0,,,100.0,7.0,99.0,2815.0,41.0,41.0,1.0,64412888.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25392.0,100.0,97289993176.0,100.0,329045182402.0,,,,,,,,,,,,,,,,,,,1138.0,3.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,ZHZ3SN9A,ST12000NM0008,12000138625024,0,80.0,97752664.0,,,91.0,0.0,100.0,10.0,100.0,0.0,87.0,500612928.0,,,66.0,30569.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,67.0,33.0,,,100.0,42.0,100.0,1464.0,33.0,33.0,1.0,97752664.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30383.0,100.0,101472712656.0,100.0,370793661752.0,,,,,,,,,,,,,,,,,,,1130.0,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,ZL005699,ST12000NM0008,12000138625024,0,83.0,179936472.0,,,92.0,0.0,100.0,9.0,100.0,0.0,74.0,26152498.0,,,72.0,25182.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,79.0,21.0,,,100.0,3.0,100.0,1318.0,21.0,21.0,1.0,179936472.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24826.0,100.0,68850577232.0,100.0,304624549716.0,,,,,,,,,,,,,,,,,,,1103.0,0.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,ZHZ64XLD,ST12000NM0008,12000138625024,0,84.0,238389944.0,,,90.0,0.0,100.0,9.0,100.0,0.0,87.0,470326409.0,,,79.0,18581.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,3.0,100.0,918.0,30.0,30.0,1.0,238389944.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18450.0,100.0,60826048728.0,100.0,210411817589.0,,,,,,,,,,,,,,,,,,,1098.0,12.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
