smart_5_raw_max,smart_5_raw_mean,smart_5_raw_cv,smart_5_raw_diff_mean,smart_5_raw_diff_max,smart_5_raw_diff_std,smart_5_raw_slope,smart_5_raw_skew,smart_5_raw_kurt,smart_5_raw_last,smart_187_raw_max,smart_187_raw_mean,smart_187_raw_cv,smart_187_raw_diff_mean,smart_187_raw_diff_max,smart_187_raw_diff_std,smart_187_raw_slope,smart_187_raw_skew,smart_187_raw_kurt,smart_187_raw_last,smart_188_raw_max,smart_188_raw_mean,smart_188_raw_cv,smart_188_raw_diff_mean,smart_188_raw_diff_max,smart_188_raw_diff_std,smart_188_raw_slope,smart_188_raw_skew,smart_188_raw_kurt,smart_188_raw_last,smart_198_raw_max,smart_198_raw_mean,smart_198_raw_cv,smart_198_raw_diff_mean,smart_198_raw_diff_max,smart_198_raw_diff_std,smart_198_raw_slope,smart_198_raw_skew,smart_198_raw_kurt,smart_198_raw_last,smart_197_raw_max,smart_197_raw_mean,smart_197_raw_cv,smart_197_raw_diff_mean,smart_197_raw_diff_max,smart_197_raw_diff_std,smart_197_raw_slope,smart_197_raw_skew,smart_197_raw_kurt,smart_197_raw_last,smart_241_raw_max,smart_241_raw_mean,smart_241_raw_cv,smart_241_raw_diff_mean,smart_241_raw_diff_max,smart_241_raw_diff_std,smart_241_raw_slope,smart_241_raw_skew,smart_241_raw_kurt,smart_241_raw_last,smart_12_raw_max,smart_12_raw_mean,smart_12_raw_cv,smart_12_raw_diff_mean,smart_12_raw_diff_max,smart_12_raw_diff_std,smart_12_raw_slope,smart_12_raw_skew,smart_12_raw_kurt,smart_12_raw_last,smart_7_raw_max,smart_7_raw_mean,smart_7_raw_cv,smart_7_raw_diff_mean,smart_7_raw_diff_max,smart_7_raw_diff_std,smart_7_raw_slope,smart_7_raw_skew,smart_7_raw_kurt,smart_7_raw_last,smart_4_raw_max,smart_4_raw_mean,smart_4_raw_cv,smart_4_raw_diff_mean,smart_4_raw_diff_max,smart_4_raw_diff_std,smart_4_raw_slope,smart_4_raw_skew,smart_4_raw_kurt,smart_4_raw_last,smart_193_raw_max,smart_193_raw_mean,smart_193_raw_cv,smart_193_raw_diff_mean,smart_193_raw_diff_max,smart_193_raw_diff_std,smart_193_raw_slope,smart_193_raw_skew,smart_193_raw_kurt,smart_193_raw_last,smart_190_raw_max,smart_190_raw_mean,smart_190_raw_cv,smart_190_raw_diff_mean,smart_190_raw_diff_max,smart_190_raw_diff_std,smart_190_raw_slope,smart_190_raw_skew,smart_190_raw_kurt,smart_190_raw_last,failure
24,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53914460120,53756153325.71429,0.0019121482100798869,48706168,89450880,29261132.34631207,48706168,0.1440418231700661,-0.700542106,53914460120,5,5,0,0,0,0,0,0,0,5,260961379,252516876.42857143,0.023304760870508354,2726188.5,5148940,1650531.116497929,2726188.5,-0.111527477,-0.964326634,260961379,5,5,0,0,0,0,0,0,0,5,539,535.5714285714286,0.004155177894744527,1,2,1.0954451150103321,1,0.24887548641406904,-0.944378698,539,29,25.142857142857142,0.09857586120964475,-0.166666667,4,3.371448748930742,-0.166666667,0.6924727669442046,-0.568631693,24,1
8,8,0,0,0,0,0,0,0,8,73,20.857142857142858,1.7078251276599328,12.166666666666666,73,29.802125203862,12.166666666666666,1.2296340919151516,-0.84,73,0,0,0,0,0,0,0,0,0,0,8,2.2857142857142856,1.707825127659933,1.3333333333333333,8,3.265986323710904,1.3333333333333333,1.2296340919151518,-0.84,8,8,2.2857142857142856,1.707825127659933,1.3333333333333333,8,3.265986323710904,1.3333333333333333,1.2296340919151518,-0.84,8,68769464424,68760718188.57143,0.00010962727774201768,3340709.3333333335,8467656,2809085.01783614,3340709.3333333335,-0.58516461,-1.092744956,68769464424,6,6,0,0,0,0,0,0,0,6,704392970,690875725.4285715,0.012753422007588264,4121944.5,6865261,1953261.305325199,4121944.5,0.2307367766865066,-0.900504123,704392970,8,7.285714285714286,0.0669735344180366,0.16666666666666666,1,0.408248290463863,0.16666666666666666,1.2296340919151527,-0.84,8,964,959.2857142857143,0.002804556344864837,1.3333333333333333,3,0.816496580927726,1.3333333333333333,0.7262743640705928,0.3846606648198385,964,26,25.428571428571427,0.04459131423142569,0.16666666666666666,3,1.9407902170679516,0.16666666666666666,-2.155797365,4.580246913580222,26,1
2272,1173.7142857142858,0.7826374132652704,316,1568,616.918795304536,316,0.3786954435566792,-2.71861139,2272,110,103.28571428571429,0.04209643792960247,1.8333333333333333,5,1.9407902170679516,1.8333333333333333,0.5467689706669783,-1.474526201,110,4295098370,4295098370,0,0,0,0,0,0,0,4295098370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95430871368,95219076419.42857,0.0015391380724875813,67287100,86191408,15809337.481134875,67287100,0.12904654880219102,-1.250996781,95430871368,9,9,0,0,0,0,0,0,0,9,815872218,802000383.7142857,0.011411300617452677,4132384.6666666665,6632667,1725116.2897275842,4132384.6666666665,0.3746176170452236,-1.239300242,815872218,11,11,0,0,0,0,0,0,0,11,1522,1519,0.0014221506908948564,1,1,0,1,0,-1.2,1522,27,27,0,0,0,0,0,0,0,27,1
0,0,0,0,0,0,0,0,0,0,259,220.14285714285714,0.12243514332009048,12.333333333333334,18,4.802776974487434,12.333333333333334,0.1081638558125694,-1.257416814,259,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,16,80853958704,80595164456,0.002190962982095625,81266170.66666667,112862600,31427357.76712204,81266170.66666667,0.1368995046971277,-1.177283203,80853958704,12,12,0,0,0,0,0,0,0,12,696794516,681712265,0.015328527818927422,4735171.666666667,7052994,1785139.0605520532,4735171.666666667,0.14445163412649495,-1.334435217,696794516,13,13,0,0,0,0,0,0,0,13,1375,1371.857142857143,0.0014836828958424456,1,2,0.6324555320336759,1,0.1016490381600401,-0.504399524,1375,41,40.57142857142857,0.013174849953429373,-0.166666667,1,0.7527726527090811,-0.166666667,-0.374165739,-2.8,40,1
13808,13594.285714285714,0.010337403042582193,76,200,72.92736112050126,76,-0.314635153,1.3219569615912103,13808,1,1,0,0,0,0,0,0,0,1,21475164165,21475164165,0,0,0,0,0,0,0,21475164165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60587656264,60425566278.85714,0.0018868846348724616,53793532,80735376,19431723.941597607,53793532,0.10530368127200075,-0.955823333,60587656264,4,4,0,0,0,0,0,0,0,4,891986818,879803676.5714285,0.0098620173765684,4002463,5706183,1250335.6397873333,4002463,0.07085642138747668,-1.24939689,891986818,5,5,0,0,0,0,0,0,0,5,661,658.8571428571429,0.002962402649887134,0.8333333333333334,1,0.408248290463863,0.8333333333333334,-0.28819549,-1.446375,661,32,31.714285714285715,0.015385811960900298,0,1,0.8944271909999159,0,-1.229634092,-0.84,32,1
248,217.14285714285714,0.14017532881009248,14.666666666666666,48,17.828815627143232,14.666666666666666,-1.043188025,1.416663781163435,248,68,57.714285714285715,0.12240176178648644,2.8333333333333335,7,2.7868739954771304,2.8333333333333335,0.38309331720174444,-1.627145126,68,0,0,0,0,0,0,0,0,0,0,1872,1734.857142857143,0.046069368614645084,36,96,35.68753283711274,36,1.015958498729353,-0.113892511,1872,1872,1734.857142857143,0.046069368614645084,36,96,35.68753283711274,36,1.015958498729353,-0.113892511,1872,85288749352,85203271987.42857,0.0008099484259056265,30611273.333333332,54306872,13113193.461132657,30611273.333333332,-0.309834176,-1.373948861,85288749352,7,7,0,0,0,0,0,0,0,7,495732615,476455224.4285714,0.026229909804380714,5779357.833333333,9137971,2621680.1054699575,5779357.833333333,0.33033171946360035,-1.003257844,495732615,7,7,0,0,0,0,0,0,0,7,1300,1297,0.0016655720119269752,1,1,0,1,0,-1.2,1300,34,33.142857142857146,0.011404100478726685,0,1,0.6324555320336759,0,2.6457513110645547,6.999999999999819,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32702E+11,1.32451E+11,0.001462118825239983,82681661.33333333,129634928,34705091.459151745,82681661.33333333,0.08730661662995612,-1.709743651,1.32702E+11,23,23,0,0,0,0,0,0,0,23,522543486,512775775.71428573,0.015396683407124662,3252515.8333333335,6162189,1700699.2995306863,3252515.8333333335,0.046373155466997634,-1.994687299,522543486,23,23,0,0,0,0,0,0,0,23,11328,11324.714285714286,0.00020842798483542072,1,2,0.8944271909999159,1,0.15642803921193493,-1.556476003,11328,36,35.57142857142857,0.015026736493068038,-0.166666667,1,0.7527726527090811,-0.166666667,-0.374165739,-2.8,35,1
6080,1360,1.5591564572330412,948,4600,1841.27781716937,948,2.462508752709054,6.158062169703875,6080,104,63.714285714285715,0.29802921342265937,8.333333333333334,32,13.647954669717608,8.333333333333334,2.0913243319633694,4.231019612669243,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01986E+11,1.01791E+11,0.0016600999079746414,76146785.33333333,123753688,40549996.59433445,76146785.33333333,-0.330337453,-1.008585135,1.01986E+11,11,11,0,0,0,0,0,0,0,11,265692234,253390846,0.040155256272811336,4577393.666666667,7790341,2711763.029198508,4577393.666666667,-0.153484575,-1.095885746,265692234,13,12.142857142857142,0.031126486012524594,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.6457513110645956,7.000000000000028,13,1476,1472.4285714285713,0.0015614123352509055,1.1666666666666667,2,0.9831920802501751,1.1666666666666667,0.07053386533004406,-0.129875822,1476,36,35.57142857142857,0.03187652182005531,-0.5,0,1.224744871391589,-0.5,-2.645751311,6.999999999999959,33,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2181E+11,1.21609E+11,0.0012692022462052386,69783281.33333333,95717896,23474194.51201199,69783281.33333333,-0.055598608,-1.344434421,1.2181E+11,13,13,0,0,0,0,0,0,0,13,47611164645,39006647711.85714,0.168397437643158,3583447408.3333335,12888764723,5021657509.9491,3583447408.3333335,-1.175614601,2.9936886668655767,47611164645,13,13,0,0,0,0,0,0,0,13,1878,1875.4285714285713,0.0011866058750302582,1,2,1.0954451150103321,1,-0.248875486,-0.944378698,1878,35,34.285714285714285,0.014231876063832777,0,1,0.8944271909999159,0,1.2296340919151605,-0.84,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4295032833,4295032833,0,0,0,0,0,0,0,4295032833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15038E+11,114877765011.42857,0.0009965961175576006,53660904,74904720,17497976.92810476,53660904,0.06203237644306732,-1.049349871,1.15038E+11,12,12,0,0,0,0,0,0,0,12,148859128,133026556.85714285,0.0846375243001649,5225496.333333333,7892395,1930232.6396494973,5225496.333333333,0.11516561902967554,-1.126002241,148859128,13,13,0,0,0,0,0,0,0,13,1834,1831.4285714285713,0.0012151140348983798,1,2,1.0954451150103321,1,-0.248875486,-0.944378698,1834,33,32.714285714285715,0.014915503298340026,0.16666666666666666,1,0.752772652709081,0.16666666666666666,-1.229634092,-0.84,33,1
264,226.28571428571428,0.09289817953751782,9.333333333333334,32,12.816655830077778,9.333333333333334,1.3416785888927476,0.34019500594530516,264,14,13.571428571428571,0.05797442681353791,0.3333333333333333,1,0.5163977794943223,0.3333333333333333,-1.759815441,2.3609467455621314,14,81605689364,78537808769,0.026684745352199713,715838805.5,4295032833,1753439811.5584123,715838805.5,1.2296340919151516,-0.84,81605689364,8,8,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,8,1.04197E+11,1.03996E+11,0.0014603268185528853,66692325.333333336,94905856,18824904.975749914,66692325.333333336,0.032001937422327854,-1.583575121,1.04197E+11,12,12,0,0,0,0,0,0,0,12,1.16316E+11,106485421606.28572,0.10083071106712867,4299532500.833333,8596693686,3842158656.390247,4299532500.833333,-0.535290751,-1.481611068,1.16316E+11,12,12,0,0,0,0,0,0,0,12,1699,1696.5714285714287,0.0012667883795213603,0.8333333333333334,2,0.983192080250175,0.8333333333333334,-0.066195906,-1.86989053,1699,39,38,0.015193428136569098,-0.166666667,1,0.752772652709081,-0.166666667,0,3,37,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22368E+11,121925477694.85715,0.0026021568395008985,147680672,218375312,48698267.943590045,147680672,-0.08832529,-1.093448232,1.22368E+11,14,14,0,0,0,0,0,0,0,14,510664706,497461049.85714287,0.017957610652531472,4195759.166666667,5891072,1331432.8369571508,4195759.166666667,0.11389387858001945,-0.994064659,510664706,14,14,0,0,0,0,0,0,0,14,3101,3098,0.0006973037119009964,1,1,0,1,0,-1.2,3101,41,40.857142857142854,0.009250878710016052,-0.166666667,0,0.408248290463863,-0.166666667,-2.645751311,6.999999999999828,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98785755217,98785755217,0,0,0,0,0,0,0,98785755217,8,4.571428571428571,0.9354143466934854,1.3333333333333333,8,3.265986323710904,1.3333333333333333,-0.374165739,-2.8,8,8,4.571428571428571,0.9354143466934854,1.3333333333333333,8,3.265986323710904,1.3333333333333333,-0.374165739,-2.8,8,1.1626E+11,116079428780.57143,0.0011796612662293765,60484724,85356160,20787907.31573273,60484724,0.046304149082555694,-1.495588148,1.1626E+11,12,12,0,0,0,0,0,0,0,12,473938992,464585299.4285714,0.017000915484730903,3524264.5,6934698,1878574.771840264,3524264.5,-0.421822105,-1.129059932,473938992,13,13,0,0,0,0,0,0,0,13,1972,1968.7142857142858,0.0011989486714939633,1,2,0.8944271909999159,1,0.15642803921274404,-1.556476003,1972,29,28.142857142857142,0.013430209700835482,0,1,0.6324555320336759,0,2.645751311064597,7.000000000000039,28,1
0,0,0,0,0,0,0,0,0,0,3,0.42857142857142855,2.6457513110645907,0.5,3,1.224744871391589,0.5,2.6457513110645907,7,3,4295032833,4295032833,0,0,0,0,0,0,0,4295032833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72969949880,72689428476.57143,0.002955727039275038,101176626.66666667,130751384,29322255.488131784,101176626.66666667,-0.297425666,-0.934167664,72969949880,8,7.142857142857143,0.052915026221291815,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.645751311064586,6.999999999999977,8,971490539,954613535.1428572,0.013065104463334037,5934683.166666667,8187268,1794274.7316058837,5934683.166666667,-0.261540543,-0.85019185,971490539,9,8.142857142857142,0.04641668966779983,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.6457513110645956,7.000000000000028,9,1023,1019.4285714285714,0.0023932527013171704,1.1666666666666667,2,0.9831920802501751,1.1666666666666667,-0.023608975,-0.8174208,1023,32,30.714285714285715,0.02461164010292642,-0.166666667,1,1.1690451944500122,-0.166666667,0.5952940449895271,-0.35,31,1
568,563.4285714285714,0.011171542692263899,2.6666666666666665,8,4.1311822359545785,2.6666666666666665,-1.114549779,0.2733727810651079,568,449,438.57142857142856,0.01893364797023871,4,7,2.3664319132398464,4,-0.559338771,-0.284021779,449,2.49112E+11,86514288953.57143,1.1902567683251244,40802822836.333336,1.03081E+11,41884817561.167725,40802822836.333336,0.9167106690462051,-1.095874968,2.49112E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46609E+11,1.46573E+11,0.0003439751128698282,23374544,85596992,32354407.874735534,23374544,-1.858767623,3.515218200568375,1.46609E+11,2,2,0,0,0,0,0,0,0,2,2.19084E+11,194539309279.7143,0.10870357535056324,10022533109.833334,17182118250,6466605921.903066,10022533109.833334,-0.686038085,-0.141641757,2.19084E+11,14,14,0,0,0,0,0,0,0,14,11046,11004,0.0016912062101306022,8.666666666666666,47,18.800709206481194,8.666666666666666,2.592007399792555,6.78709297920096,11046,39,37.142857142857146,0.045127476684097535,-0.333333333,2,2.250925735484551,-0.333333333,-1.201290577,1.268083883941415,34,1
14400,14154.285714285714,0.026228996157901956,180,920,365.5133376499413,180,-2.541205774,6.616526543622388,14400,271,250.42857142857142,0.12893741271460052,15.5,77,30.283658959907736,15.5,-2.525020415,6.52678834903093,271,0,0,0,0,0,0,0,0,0,0,8,6.857142857142857,0.4409585518440985,1.3333333333333333,8,3.265986323710904,1.3333333333333333,-2.645751311,6.9999999999999964,8,8,6.857142857142857,0.4409585518440985,1.3333333333333333,8,3.265986323710904,1.3333333333333333,-2.645751311,6.9999999999999964,8,1.43952E+11,143817941498.2857,0.0007297160378680567,45539332,67503888,18888180.154321697,45539332,0.03412362537781435,-1.641344082,1.43952E+11,18,18,0,0,0,0,0,0,0,18,417256692,404115349,0.02248340653162263,3958889.8333333335,6334646,1976011.9703797766,3958889.8333333335,0.345698030713436,-1.507156506,417256692,18,18,0,0,0,0,0,0,0,18,11079,11076.57142857143,0.00017948330018871322,0.8333333333333334,2,0.983192080250175,0.8333333333333334,0.11999349390281899,-1.64915082,11079,32,31.428571428571427,0.01700753357624519,0,1,0.6324555320336759,0,0.3741657386774062,-2.8,31,1
136,131.42857142857142,0.047891917802487846,2.6666666666666665,8,4.1311822359545785,2.6666666666666665,-1.114549779,0.27337278106507057,136,13,12.571428571428571,0.042518833940612975,0.16666666666666666,1,0.408248290463863,0.16666666666666666,-0.374165739,-2.8,13,65537,65537,0,0,0,0,0,0,0,65537,16,16,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,16,47750362528,47422254476.57143,0.0057008162791937905,117243093.33333333,188226184,55276398.8118658,117243093.33333333,-0.101788645,-1.690452387,47750362528,2,2,0,0,0,0,0,0,0,2,5.33272E+11,5.18538E+11,0.043276927216964016,10024603605.833334,38658166961,16448948059.346987,10024603605.833334,-1.68256139,2.7811049549086704,5.33272E+11,2,2,0,0,0,0,0,0,0,2,9145,9142,0.00023629915767548533,1,1,0,1,0,-1.2,9145,30,30,0,0,0,0,0,0,0,30,1
104,98.28571428571429,0.03971686343395193,1.3333333333333333,8,3.265986323710904,1.3333333333333333,1.2296340919151452,-0.84,104,14,12.571428571428571,0.07762841489363333,0.3333333333333333,2,0.816496580927726,0.3333333333333333,1.2296340919151527,-0.84,14,4295163907,4295163907,0,0,0,0,0,0,0,4295163907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84557422880,84379780336,0.0012772488239576427,52468580,90064456,25719976.748979475,52468580,0.5262657874362231,-0.281231315,84557422880,16,16,0,0,0,0,0,0,0,16,187483017,173131068.42857143,0.057455486761865134,4654584.666666667,6163260,1427606.2497101456,4654584.666666667,0.13281562136397138,-1.077170527,187483017,16,16,0,0,0,0,0,0,0,16,10219,10216.42857142857,0.00021782509861423803,1,2,1.0954451150103321,1,-0.248875486,-0.944378698,10219,31,29.857142857142858,0.030134678832043352,-0.166666667,1,1.1690451944500122,-0.166666667,0.3530449674378261,-1.816608997,30,1
704,444.57142857142856,0.3641987999395321,69.33333333333333,144,50.51204476822005,69.33333333333333,0.6910658565934968,-1.167825891,704,35,25.285714285714285,0.2698886081920042,2.6666666666666665,8,2.8047578623950176,2.6666666666666665,0.4730460923749858,-2.0755768,35,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,32,1.25799E+11,125772544942.85715,0.0001769644911422815,10996066.666666666,22101624,6534856.4403926935,10996066.666666666,-0.846352639,0.4116961852361287,1.25799E+11,21,20.285714285714285,0.024053875037463847,0.16666666666666666,1,0.408248290463863,0.16666666666666666,1.22963409191516,-0.84,21,82301922,74530410.28571428,0.09047183784560063,3008181.1666666665,7130005,2068743.762757236,3008181.1666666665,-0.625791041,-1.008936928,82301922,21,20.285714285714285,0.024053875037463847,0.16666666666666666,1,0.408248290463863,0.16666666666666666,1.22963409191516,-0.84,21,10818,10814.142857142857,0.00024130497115893663,1.1666666666666667,2,0.752772652709081,1.1666666666666667,0.49201491478733195,-1.267866399,10818,45,42.714285714285715,0.029347706981244552,-0.5,1,1.378404875209022,-0.5,0.739707741747101,1.492561983471071,42,1
904,614.8571428571429,0.20945242152671342,58.666666666666664,312,124.72476364646545,58.666666666666664,2.5387635007760836,6.553927616759998,904,92,64.28571428571429,0.1904553780516753,5.5,31,12.501999840025595,5.5,2.625382479281327,6.9166032688106664,92,131074,131074,0,0,0,0,0,0,0,131074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28828E+11,128689131954.28572,0.0008212463175742623,46643214.666666664,70612120,14560233.791046442,46643214.666666664,-0.040312559,-1.618325058,1.28828E+11,27,27,0,0,0,0,0,0,0,27,951363305,943772993.4285715,0.007198604819116615,3031979.1666666665,6741579,1960637.247145878,3031979.1666666665,-0.659025486,-0.943611288,951363305,28,27.142857142857142,0.01392500690033995,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.6457513110645956,7.000000000000028,28,10775,10771.857142857143,0.0001889554374331924,1,2,0.6324555320336759,1,0.10164903815957084,-0.504399524,10775,42,40.42857142857143,0.044835963040457665,-0.833333333,2,2.228601953392904,-0.833333333,-1.132137731,1.3682419659735432,37,1
34072,33765.71428571428,0.0068704858832863295,96,160,51.59844958911072,96,0.22376416169456306,-1.96775734,34072,154,151.28571428571428,0.015128252868363761,0.8333333333333334,3,1.1690451944500122,0.8333333333333334,0.32889021778837424,-2.385322314,154,65537,65537,0,0,0,0,0,0,0,65537,96,76.57142857142857,0.25489927278506463,6.666666666666667,32,13.779211394948069,6.666666666666667,-0.265600964,-2.646336,96,96,76.57142857142857,0.25489927278506463,6.666666666666667,32,13.779211394948069,6.666666666666667,-0.265600964,-2.646336,96,1.19619E+11,119387519313.14285,0.0013641622201383467,74245330.66666667,104448736,24469693.197465785,74245330.66666667,0.0595961510095081,-1.251062536,1.19619E+11,15,15,0,0,0,0,0,0,0,15,419518492,404261877.28571427,0.023877653398674415,4658896.833333333,8029451,1937724.0838966125,4658896.833333333,0.30772139636016793,-0.577795915,419518492,15,15,0,0,0,0,0,0,0,15,10250,10246.57142857143,0.0002171843115104318,1,2,1.0954451150103321,1,0.2488754864125671,-0.944378698,10250,34,32.714285714285715,0.023106998349909088,0.3333333333333333,1,0.816496580927726,0.3333333333333333,0.5952940449895271,-0.35,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28857E+11,1.28844E+11,9.090531573227763e-05,5143665.333333333,8194632,2960644.5097649037,5143665.333333333,-0.24648499,-1.186942004,1.28857E+11,17,17,0,0,0,0,0,0,0,17,321392457,310586616.4285714,0.027395639097736447,3482859.3333333335,7626772,2649042.294338289,3482859.3333333335,0.3576489538840637,-1.686919067,321392457,17,17,0,0,0,0,0,0,0,17,10667,10664.857142857143,0.00018301231040908012,0.8333333333333334,1,0.408248290463863,0.8333333333333334,-0.28819549,-1.446375,10667,40,39.714285714285715,0.012286511709783692,0.16666666666666666,1,0.752772652709081,0.16666666666666666,-1.229634092,-0.84,40,1
1648,1648,0,0,0,0,0,0,0,1648,28,28,0,0,0,0,0,0,0,28,4295032833,4295032833,0,0,0,0,0,0,0,4295032833,72,72,0,0,0,0,0,0,0,72,72,72,0,0,0,0,0,0,0,72,94637918400,94495147923.42857,0.00121549643283598,51865410.666666664,82019256,20965329.58245122,51865410.666666664,-0.245877853,-1.327376977,94637918400,5,5,0,0,0,0,0,0,0,5,688729498,676514272.2857143,0.015801550171278073,4926449.333333333,8527135,2309580.765084319,4926449.333333333,-0.548008087,-0.748020238,688729498,5,5,0,0,0,0,0,0,0,5,9736,9733.285714285714,0.00022753567197948105,1,2,0.8944271909999159,1,-0.373502407,-1.221321519,9736,24,23.571428571428573,0.022676711434993585,0.16666666666666666,1,0.9831920802501752,0.16666666666666666,-0.374165739,-2.8,24,1
0,0,0,0,0,0,0,0,0,0,4,1,1.7320508075688772,0.6666666666666666,3,1.2110601416389968,0.6666666666666666,1.3471506281091266,-0.111111111,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05535E+11,105361946314.28572,0.0011980241611113439,59732080,78954032,21257163.590110134,59732080,-0.100450965,-0.923966944,1.05535E+11,9,9,0,0,0,0,0,0,0,9,777932248,761574759.1428572,0.014974489482154234,5084252.5,8736612,2251870.579840125,5084252.5,0.33511336701003125,-1.36454909,777932248,9,9,0,0,0,0,0,0,0,9,1710,1707,0.001265522495295423,1,1,0,1,0,-1.2,1710,23,21.714285714285715,0.03481251725084988,0.16666666666666666,1,0.7527726527090811,0.16666666666666666,0.5952940449895271,-0.35,22,1
63528,32683.428571428572,0.6271487129537727,6972,27016,16159.005711986118,6972,0.6232287913364265,-0.804462061,63528,524,282,0.6861801393286905,72.83333333333333,185,73.85503819419951,72.83333333333333,0.18820166131288446,-2.158508498,524,1048592,421309.28571428574,1.2504484792173387,174765.33333333334,917518,365286.72208316944,174765.33333333334,0.39437582212434513,-2.72800007,1048592,24,5.714285714285714,1.5577761927397231,4,16,6.6932802122726045,4,1.7836076526339424,3.230769230769228,24,24,5.714285714285714,1.5577761927397231,4,16,6.6932802122726045,4,1.7836076526339424,3.230769230769228,24,1.32346E+11,132030143310.85715,0.0012675141424744343,87781768,241962848,79756782.24306399,87781768,1.0153223357829864,1.8145046275099688,1.32346E+11,22,22,0,0,0,0,0,0,0,22,37153562,29005370.285714287,0.23916327406407834,3382882.6666666665,6871383,2346746.670176367,3382882.6666666665,-0.863215201,0.17837695180050517,37153562,26,24.285714285714285,0.05682892841642917,0.5,1,0.5477225575051661,0.5,0.3586615744681917,-2.0895,26,2648,2645.4285714285716,0.000922251391975339,1,2,0.6324555320336759,1,-0.312818913,-1.8334848,2648,38,35.57142857142857,0.04549570406416715,-0.333333333,2,1.8618986725025255,-0.333333333,0.31682155517134614,-1.500892562,36,1
24,24,0,0,0,0,0,0,0,24,2,2,0,0,0,0,0,0,0,2,8590327814,8590327814,0,0,0,0,0,0,0,8590327814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26343E+11,126190893778.28572,0.0006819464441156981,46114421.333333336,112716280,38568956.66282764,46114421.333333336,0.5235081701369036,1.3412694609755746,1.26343E+11,9,9,0,0,0,0,0,0,0,9,524719507,516995007.14285713,0.009964172413645705,2739055.6666666665,5362990,2045744.307742751,2739055.6666666665,-0.361558103,0.902519597791617,524719507,9,9,0,0,0,0,0,0,0,9,11211,11207,0.00021240975665634128,1.1666666666666667,2,0.752772652709081,1.1666666666666667,0.6227127903089267,-0.02283737,11211,38,35.714285714285715,0.04772141378179541,-0.5,2,1.51657508881031,-0.5,-0.230848011,-0.54291857,35,1
